,Country,Fatal,Injury_type,Activity_type
3425,,N,Lacerations,Sole cases or undescribed activities
3426,ENGLAND,N,Upper limbs,Sole cases or undescribed activities
3427,USA,N,Severe,Sole cases or undescribed activities
3428,USA,N,Minor,Surfing
3430,JAMAICA,N,Lacerations,Diving
3431,USA,N,no harm,Sole cases or undescribed activities
3432,USA,N,Lower limbs,Surfing
3433,USA,N,Lacerations,Diving
3436,AUSTRALIA,N,no harm,Sole cases or undescribed activities
3437,USA,N,Lower limbs,Fishing
3438,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
3439,USA,N,Lower limbs,Surfing
3440,AUSTRALIA,N,Upper limbs,Fishing
3442,AUSTRALIA,N,Lower limbs,Diving
3443,AUSTRALIA,N,Minor,Sole cases or undescribed activities
3444,BAHAMAS,N,no harm,Sole cases or undescribed activities
3445,SOUTH AFRICA,N,no harm,Diving
3446,AUSTRALIA,N,Minor,Shark fishing
3447,NEW ZEALAND,N,Severe,Surfing
3449,SOUTH AFRICA,N,Severe,Swimming
3450,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
3451,SOUTH AFRICA,N,No harm,Fishing
3453,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
3454,BAHAMAS,N,Severe,Sole cases or undescribed activities
3455,USA,N,Bitten,Swimming
3458,NEW ZEALAND,Y,Fatal,Swimming
3460,USA,N,Lower limbs,Sole cases or undescribed activities
3461,FRENCH POLYNESIA,N,Minor,Swimming
3462,MALAYSIA,N,Upper limbs,Sole cases or undescribed activities
3463,COLUMBIA,N,Severe,Fishing
3464,USA,N,Severe,Diving
3465,USA,N,Lower limbs,Sole cases or undescribed activities
3466,USA,N,Lower limbs,Swimming
3467,BAHAMAS,Y,Fatal,Swimming
3468,MEXICO,N,no harm,Sole cases or undescribed activities
3469,BAHAMAS,N,Severe,Swimming
3470,USA,N,Lower limbs,Sole cases or undescribed activities
3471,ENGLAND,N,Severe,Sole cases or undescribed activities
3473,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
3474,USA,N,Severe,Sole cases or undescribed activities
3475,USA,N,Lower limbs,Sole cases or undescribed activities
3476,AUSTRALIA,N,Upper limbs,Diving
3477,PAPUA NEW GUINEA,Y,Fatal,Swimming
3478,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
3479,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
3480,USA,N,Lower limbs,Surfing
3481,USA,N,no harm,Swimming
3482,USA,N,Lower limbs,Surfing
3483,AUSTRALIA,N,Lower limbs,Swimming
3484,NEW ZEALAND,N,Upper limbs,Shark fishing
3485,AUSTRALIA,N,no harm,Swimming
3487,MOZAMBIQUE,N,no harm,Diving
3488,PAPUA NEW GUINEA,Y,Fatal,Swimming
3489,COSTA RICA,Y,Fatal,Swimming
3492,SOUTH AFRICA,N,Lower limbs,Surfing
3493,PAPUA NEW GUINEA,N,no harm,Swimming
3494,FIJI,N,Upper limbs,Sole cases or undescribed activities
3495,AUSTRALIA,Y,Fatal,Swimming
3496,USA,N,Severe,Sole cases or undescribed activities
3498,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
3499,FIJI,N,Upper limbs,Diving
3502,MEXICO,Y,Fatal,Swimming
3503,USA,N,Lower limbs,Sole cases or undescribed activities
3504,TONGA,N,Lower limbs,Swimming
3506,ITALY,N,Severe,Diving
3509,PAPUA NEW GUINEA,Y,Fatal,Swimming
3510,PAPUA NEW GUINEA,Y,Fatal,Swimming
3511,USA,N,Upper limbs,Shark fishing
3512,JAPAN,Y,Fatal,Sole cases or undescribed activities
3513,ITALY,N,Minor,Swimming
3514,AUSTRALIA,Y,Fatal,Swimming
3515,BERMUDA,N,Lower limbs,Swimming
3516,COLUMBIA,N,Minor,Sole cases or undescribed activities
3518,USA,N,Lower limbs,Swimming
3519,BAHAMAS,N,no harm,Diving
3520,SENEGAL,N,Lower limbs,Sole cases or undescribed activities
3521,USA,N,Lower limbs,Diving
3522,TURKEY,Y,Fatal,Swimming
3524,USA,N,Severe,Swimming
3525,ITALY,N,no harm,Boating
3526,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
3529,NEW ZEALAND,N,Lower limbs,Diving
3530,SOUTH AFRICA,N,Lower limbs,Swimming
3531,AUSTRALIA,N,Upper limbs,Swimming
3532,AUSTRALIA,N,Fatal,Sole cases or undescribed activities
3533,NEW ZEALAND,Y,Fatal,Sole cases or undescribed activities
3534,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
3535,MEXICO,Y,Fatal,Swimming
3537,SOUTH AFRICA,N,no harm,Swimming
3538,MOZAMBIQUE,N,Severe,Swimming
3539,AUSTRALIA,N,Lower limbs,Playing
3540,AUSTRALIA,N,Upper limbs,Fishing
3541,AUSTRALIA,N,Lower limbs,Swimming
3542,AUSTRALIA,N,Upper limbs,Swimming
3543,SINGAPORE,N,Lower limbs,Sole cases or undescribed activities
3544,AUSTRALIA,N,Lower limbs,Swimming
3546,PAPUA NEW GUINEA,Y,Fatal,Swimming
3547,PAPUA NEW GUINEA,Y,Fatal,Swimming
3548,PAPUA NEW GUINEA,Y,Fatal,Swimming
3549,AUSTRALIA,N,Upper limbs,Diving
3550,USA,N,Upper limbs,Fishing
3551,AUSTRALIA,N,no harm,Swimming
3553,AUSTRALIA,N,no harm,Swimming
3554,USA,N,Severe,Fishing
3555,BAHAMAS,N,no harm,Diving
3556,AUSTRALIA,N,no harm,Sole cases or undescribed activities
3557,SOUTH AFRICA,N,no harm,Shark fishing
3559,NEW BRITAIN,Y,Fatal,Swimming
3560,NEW BRITAIN,Y,Fatal,Diving
3561,CROATIA,Y,Fatal,Swimming
3562,TAIWAN,N,no harm,Diving
3563,ITALY,N,Upper limbs,Shark fishing
3564,USA,N,no harm,Swimming
3565,USA,N,no harm,Sole cases or undescribed activities
3566,USA,N,Lower limbs,Diving
3567,USA,N,Upper limbs,Shark fishing
3568,USA,N,Lower limbs,Fishing
3569,TAIWAN,Y,Fatal,Swimming
3570,PAPUA NEW GUINEA,Y,Fatal,Swimming
3571,USA,N,no harm,Diving
3572,CARIBBEAN SEA,N,no harm,Sole cases or undescribed activities
3573,USA,N,Lower limbs,Sole cases or undescribed activities
3574,USA,N,Upper limbs,Fishing
3575,USA,N,Lower limbs,Swimming
3576,FRENCH POLYNESIA,N,Upper limbs,Fishing
3577,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
3578,AUSTRALIA,N,Lower limbs,Fishing
3579,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
3580,USA,N,no harm,Swimming
3581,PHILIPPINES,Y,Severe,Sole cases or undescribed activities
3582,USA,N,Lower limbs,Swimming
3584,AUSTRALIA,N,no harm,Fishing
3585,SUDAN,Y,Fatal,In kayak or canoe
3586,AUSTRALIA,N,Lower limbs,Swimming
3587,SOUTH AFRICA,N,Lower limbs,Shark fishing
3589,USA,N,Lower limbs,Surfing
3590,AUSTRALIA,N,Bitten,Swimming
3592,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
3593,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
3594,SOUTH AFRICA,N,Lower limbs,Surfing
3595,NEW ZEALAND,Y,Fatal,Surfing
3596,USA,N,Lower limbs,Swimming
3597,USA,N,Minor,Sole cases or undescribed activities
3598,AUSTRALIA,N,Lower limbs,Swimming
3599,JOHNSTON ISLAND,N,no harm,Diving
3600,AUSTRALIA,N,no harm,Fishing
3601,AUSTRALIA,Y,Fatal,Boating
3602,PACIFIC OCEAN ,N,Upper limbs,Shark fishing
3603,PANAMA,N,Bitten,Sole cases or undescribed activities
3604,AUSTRALIA,N,Lower limbs,Surfing
3606,BAHAMAS,N,Lower limbs,Swimming
3607,BAHAMAS,Y,Fatal,Sole cases or undescribed activities
3608,NEW BRITAIN,Y,Fatal,Swimming
3609,PAPUA NEW GUINEA,N,Minor,Sole cases or undescribed activities
3610,PAPUA NEW GUINEA,N,Minor,Fishing
3611,PAPUA NEW GUINEA,N,Lower limbs,Fishing
3612,MEXICO,N,Lower limbs,Sole cases or undescribed activities
3614,USA,N,Lower limbs,Swimming
3615,BAHAMAS,N,Severe,Shark fishing
3616,MEXICO,Y,Fatal,Swimming
3617,BERMUDA,N,no harm,Sole cases or undescribed activities
3618,USA,N,Lower limbs,Sole cases or undescribed activities
3619,USA,N,no harm,Diving
3620,MEXICO,N,Severe,Swimming
3621,PAPUA NEW GUINEA,N,Minor,Swimming
3622,SOUTH PACIFIC OCEAN,Y,Fatal,Swimming
3623,MEXICO,Y,Fatal,Swimming
3624,MEXICO,Y,Fatal,Swimming
3625,EGYPT,N,Lower limbs,Sole cases or undescribed activities
3626,JAMAICA,N,Minor,Diving
3627,MEXICO,N,Severe,Swimming
3628,USA,N,Severe,Sole cases or undescribed activities
3630,USA,N,Severe,Swimming
3631,PALAU,N,Lower limbs,Sole cases or undescribed activities
3632,USA,N,Upper limbs,Surfing
3635,SOUTH AFRICA,N,Severe,Swimming
3636,USA,N,Lower limbs,Diving
3637,USA,N,Severe,Boating
3638,SOUTH AFRICA,N,no harm,In kayak or canoe
3639,SOUTH AFRICA,N,Lower limbs,Surfing
3640,AUSTRALIA,N,Lower limbs,Swimming
3641,NEW GUINEA,Y,Fatal,Diving
3642,USA,N,Lower limbs,Sole cases or undescribed activities
3643,USA,N,Lower limbs,Surfing
3644,USA,N,no harm,Sole cases or undescribed activities
3645,RED SEA,N,Lower limbs,Sole cases or undescribed activities
3646,EGYPT,N,Lower limbs,Swimming
3647,VANUATU,Y,Fatal,Sole cases or undescribed activities
3649,SOUTH AFRICA,N,Lower limbs,Swimming
3650,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
3651,AUSTRALIA,N,no harm,Fishing
3653,KENYA,Y,Fatal,Fishing
3654,AUSTRALIA,N,Severe,Diving
3655,AUSTRALIA,Y,Fatal,Swimming
3656,AUSTRALIA,N,Severe,Sole cases or undescribed activities
3657,USA,N,no harm,Fishing
3658,SOUTH AFRICA,N,Lower limbs,Surfing
3659,USA,N,no harm,Boating
3660,AUSTRALIA,N,Lower limbs,Surfing
3662,TAIWAN,Y,Fatal,Swimming
3663,TAIWAN,N,Lower limbs,Swimming
3664,USA,N,Lower limbs,Swimming
3665,MEXICO,N,Lower limbs,Swimming
3666,USA,N,Severe,Swimming
3667,USA,N,no harm,Swimming
3668,USA,N,no harm,Swimming
3669,JAPAN,N,Lower limbs,Swimming
3670,PANAMA,N,Lower limbs,Swimming
3671,USA,N,Upper limbs,Sole cases or undescribed activities
3672,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
3673,USA,N,no harm,Sole cases or undescribed activities
3674,SOUTH AFRICA,Y,Fatal,Swimming
3675,USA,N,no harm,Shark fishing
3676,PAPUA NEW GUINEA,Y,Fatal,Fishing
3677,PAPUA NEW GUINEA,N,no harm,In kayak or canoe
3680,USA,N,no harm,Fishing
3681,PAPUA NEW GUINEA,N,no harm,Fishing
3682,FIJI,N,Bitten,Swimming
3683,SOUTH AFRICA,N,Severe,Swimming
3684,PANAMA,N,no harm,Sole cases or undescribed activities
3685,FIJI,Y,Fatal,Swimming
3686,PANAMA,Y,Fatal,Diving
3687,PAPUA NEW GUINEA,Y,Fatal,Fishing
3688,AUSTRALIA,N,Lower limbs,Surfing
3689,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
3690,USA,N,Minor,Diving
3691,SENEGAL,N,Lower limbs,Diving
3693,NEW CALEDONIA,Y,Fatal,Diving
3694,FIJI,Y,Fatal,Swimming
3695,NEW ZEALAND,N,Upper limbs,Diving
3696,NEW ZEALAND,N,no harm,Swimming
3697,SOUTH AFRICA,N,Lower limbs,Surfing
3698,NEW ZEALAND,N,Lower limbs,Sole cases or undescribed activities
3699,NEW ZEALAND,Y,Fatal,Swimming
3701,NEW ZEALAND,N,no harm,In kayak or canoe
3702,USA,N,no harm,Swimming
3703,COSTA RICA,Y,Fatal,Swimming
3704,FIJI,Y,Fatal,Swimming
3705,SOUTH AFRICA,N,Minor,Surfing
3706,SOUTH AFRICA,N,Minor,Sole cases or undescribed activities
3707,SOUTH AFRICA,N,no harm,Shark fishing
3708,AUSTRALIA,N,Upper limbs,Diving
3709,USA,N,Lower limbs,Surfing
3710,PAPUA NEW GUINEA,Y,Fatal,Fishing
3711,FIJI,N,Lower limbs,Swimming
3713,SOUTH AFRICA,N,Upper limbs,Diving
3714,NEW ZEALAND,N,no harm,Diving
3715,SOUTH AFRICA,N,Severe,Sole cases or undescribed activities
3716,SOUTH AFRICA,N,Severe,Swimming
3717,AUSTRALIA,N,no harm,Boating
3718,SOUTH AFRICA,Y,Fatal,Swimming
3720,SOUTH AFRICA,N,Lower limbs,Shark fishing
3721,AUSTRALIA,N,Upper limbs,Fishing
3722,SOUTH AFRICA,N,Lower limbs,Swimming
3723,SOUTH AFRICA,Y,Fatal,Surfing
3724,AUSTRALIA,N,Severe,Swimming
3725,NEW BRITAIN,Y,Fatal,Swimming
3726,NEW ZEALAND,N,Severe,Swimming
3727,PAPUA NEW GUINEA,N,Upper limbs,Fishing
3728,FIJI,N,Bitten,Fishing
3729,FIJI,N,Lower limbs,Fishing
3730,ITALY,N,no harm,Swimming
3731,AUSTRALIA,N,no harm,Shark fishing
3732,USA,N,no harm,Shark fishing
3733,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
3734,PALAU,N,Lower limbs,Fishing
3735,USA,N,Lower limbs,Surfing
3736,NORTH PACIFIC OCEAN,N,Upper limbs,Shark fishing
3737,CHILE,Y,Fatal,Swimming
3738,USA,N,No harm,Fishing
3739,SOLOMON ISLANDS,Y,Fatal,Fishing
3740,AUSTRALIA,N,Severe,Surfing
3741,USA,N,Minor,Swimming
3742,DOMINICAN REPUBLIC,Y,Fatal,Swimming
3743,FEDERATED STATES OF MICRONESIA,N,Upper limbs,Swimming
3744,USA,N,Upper limbs,Swimming
3745,USA,N,Upper limbs,Boating
3747,PANAMA,Y,Fatal,Sole cases or undescribed activities
3748,GREECE,Y,Fatal,Swimming
3749,PAPUA NEW GUINEA,N,Lower limbs,Fishing
3750,USA,N,Lower limbs,Swimming
3752,AUSTRALIA,N,Lower limbs,Fishing
3753,USA,Y,Fatal,Swimming
3754,SOUTH AFRICA,N,Bitten,Swimming
3755,AUSTRALIA,N,Upper limbs,Surfing
3756,USA,N,Lower limbs,Surfing
3758,SOLOMON ISLANDS,Y,Fatal,Sole cases or undescribed activities
3759,PAPUA NEW GUINEA,N,Upper limbs,Swimming
3760,AUSTRALIA,N,Lower limbs,Swimming
3761,FIJI,N,Upper limbs,Swimming
3762,MAURITIUS,N,Upper limbs,Sole cases or undescribed activities
3763,USA,N,Bitten,Sole cases or undescribed activities
3764,FIJI,N,Severe,Diving
3765,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
3767,SOUTH AFRICA,N,no harm,Fishing
3768,NEW ZEALAND,N,Minor,Fishing
3769,SOUTH AFRICA,N,Lower limbs,Fishing
3770,SOUTH AFRICA,N,Upper limbs,Diving
3771,SOUTH AFRICA,N,Upper limbs,Swimming
3772,AUSTRALIA,N,no harm,Shark fishing
3773,MOZAMBIQUE,N,no harm,Sole cases or undescribed activities
3775,SEYCHELLES,Y,Fatal,Fishing
3776,SOUTH AFRICA,N,Minor,Diving
3777,AUSTRALIA,Y,Fatal,Swimming
3778,SOUTH AFRICA,N,no harm,Fishing
3779,AUSTRALIA,N,no harm,Swimming
3780,AUSTRALIA,N,Severe,Sole cases or undescribed activities
3781,USA,N,Lower limbs,Surfing
3782,AUSTRALIA,N,Severe,Fishing
3783,MID ATLANTIC OCEAN,N,no harm,Sole cases or undescribed activities
3784,SOUTH AFRICA,N,Minor,Swimming
3785,MEXICO,Y,Fatal,Sole cases or undescribed activities
3786,ADMIRALTY ISLANDS,N,Lacerations,Sole cases or undescribed activities
3787,AUSTRALIA,N,no harm,Sole cases or undescribed activities
3789,PANAMA,Y,Fatal,Sole cases or undescribed activities
3790,BRITISH WEST INDIES,N,Lower limbs,Swimming
3791,MEXICO,N,Severe,Swimming
3792,SOUTH ATLANTIC OCEAN,Y,Fatal,Diving
3793,ITALY,Y,Fatal,Swimming
3795,TURKEY,N,no harm,Sole cases or undescribed activities
3796,PAPUA NEW GUINEA,N,Lower limbs,Fishing
3797,USA,N,Upper limbs,Diving
3798,USA,N,no harm,Sole cases or undescribed activities
3799,SOUTH AFRICA,N,no harm,Fishing
3800,USA,Y,Fatal,Surfing
3801,USA,N,Lower limbs,Sole cases or undescribed activities
3802,PAPUA NEW GUINEA,Y,Fatal,Swimming
3803,ITALY,N,no harm,Diving
3804,SENEGAL,N,Lower limbs,Sole cases or undescribed activities
3805,USA,N,Lower limbs,Sole cases or undescribed activities
3806,MADAGASCAR,N,Lower limbs,Shark fishing
3807,USA,N,Upper limbs,Fishing
3808,USA,N,Minor,Surfing
3809,USA,N,Upper limbs,Diving
3810,GREECE,N,no harm,Sole cases or undescribed activities
3811,USA,N,Fatal,Sole cases or undescribed activities
3812,SOUTH AFRICA,N,no harm,Shark fishing
3813,USA,N,Lower limbs,Sole cases or undescribed activities
3814,USA,N,Minor,Sole cases or undescribed activities
3815,USA,Y,Fatal,Sole cases or undescribed activities
3816,USA,Y,Fatal,Sole cases or undescribed activities
3817,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
3818,USA,N,Lower limbs,Sole cases or undescribed activities
3819,AUSTRALIA,N,no harm,Fishing
3820,USA,N,Upper limbs,Diving
3821,USA,N,Lower limbs,Diving
3822,USA,N,Lower limbs,Sole cases or undescribed activities
3823,USA,Y,Bitten,Sole cases or undescribed activities
3824,FIJI,N,no harm,Fishing
3825,AUSTRALIA,N,no harm,Fishing
3826,MOZAMBIQUE,N,Lower limbs,Swimming
3827,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
3829,NEW ZEALAND,N,Lower limbs,Sole cases or undescribed activities
3830,AUSTRALIA,N,no harm,Swimming
3831,PAPUA NEW GUINEA,Y,Fatal,Swimming
3832,PAPUA NEW GUINEA,N,Severe,Swimming
3833,NEW ZEALAND,N,Lower limbs,Swimming
3834,AUSTRALIA,N,Minor,Boating
3835,SOUTH AFRICA,Y,Fatal,Swimming
3836,SOUTH AFRICA,Y,Fatal,Swimming
3837,AUSTRALIA,N,Lower limbs,Swimming
3839,SOLOMON ISLANDS,Y,Fatal,Swimming
3840,NEW ZEALAND,N,Severe,Playing
3844,NEW ZEALAND,N,no harm,Fishing
3845,NEW ZEALAND,N,Upper limbs,Swimming
3846,USA,N,Severe,Surfing
3848,AUSTRALIA,N,Minor,Surfing
3849,AUSTRALIA,N,no harm,Fishing
3850,PAPUA NEW GUINEA,N,Lower limbs,Swimming
3851,NEW ZEALAND,N,Lower limbs,Surfing
3852,AUSTRALIA,N,no harm,Shark fishing
3854,AUSTRALIA,N,no harm,In kayak or canoe
3855,AUSTRALIA,N,no harm,Surfing
3857,AUSTRALIA,N,no harm,Fishing
3858,MARSHALL ISLANDS,N,Upper limbs,Fishing
3859,SPAIN,N,Severe,Sole cases or undescribed activities
3860,INDONESIA,Y,Fatal,Sole cases or undescribed activities
3861,AUSTRALIA,N,Lower limbs,Diving
3862,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
3863,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
3864,SOUTH AFRICA,N,Lower limbs,Swimming
3865,AUSTRALIA,N,no harm,Swimming
3866,AUSTRALIA,N,no harm,Fishing
3867,MOZAMBIQUE,N,Severe,Swimming
3868,AUSTRALIA,Y,Fatal,Surfing
3869,AUSTRALIA,N,Lower limbs,Swimming
3870,MEXICO,N,Bitten,Sole cases or undescribed activities
3871,PHILIPPINES,N,Severe,Sole cases or undescribed activities
3873,VANUATU,N,no harm,In kayak or canoe
3874,USA,Y,Fatal,Sole cases or undescribed activities
3875,USA,N,Lower limbs,Sole cases or undescribed activities
3876,CROATIA,Y,Fatal,Swimming
3877,TANZANIA,N,Severe,Fishing
3878,MID ATLANTIC OCEAN,N,Upper limbs,Sole cases or undescribed activities
3879,PERSIAN GULF,N,Lower limbs,Diving
3880,ITALY,N,Lower limbs,Fishing
3882,USA,N,Lower limbs,Swimming
3883,USA,N,Lower limbs,Sole cases or undescribed activities
3884,BERMUDA,N,Upper limbs,Swimming
3885,USA,N,Upper limbs,Fishing
3886,PAPUA NEW GUINEA,N,Lower limbs,Shark fishing
3887,USA,N,Minor,Swimming
3888,TURKEY,N,Severe,Swimming
3889,AUSTRALIA,N,no harm,Shark fishing
3890,ITALY,N,Lower limbs,Swimming
3891,PANAMA,Y,Fatal,Fishing
3892,USA,Y,Fatal,Swimming
3893,USA,N,Lower limbs,Sole cases or undescribed activities
3894,USA,N,no harm,Swimming
3895,NEW BRITAIN,N,Minor,Swimming
3896,PAPUA NEW GUINEA,N,Severe,Shark fishing
3897,USA,N,no harm,Diving
3898,NEW BRITAIN,N,Minor,Fishing
3899,USA,N,Minor,Sole cases or undescribed activities
3900,AUSTRALIA,N,no harm,Swimming
3901,USA,N,Severe,Playing
3902,AUSTRALIA,N,Lower limbs,Swimming
3903,MOZAMBIQUE,N,Severe,Swimming
3905,USA,N,Lower limbs,Swimming
3906,AUSTRALIA,N,Lower limbs,Swimming
3907,AUSTRALIA,N,Severe,Fishing
3908,MOZAMBIQUE,Y,Fatal,Swimming
3909,PERSIAN GULF,Y,Bitten,Sole cases or undescribed activities
3910,AUSTRALIA,N,no harm,Swimming
3911,AUSTRALIA,N,Upper limbs,Swimming
3912,AUSTRALIA,N,Lower limbs,Swimming
3913,AUSTRALIA,N,Severe,Swimming
3914,AUSTRALIA,N,Lower limbs,Fishing
3915,AUSTRALIA,N,Lower limbs,Swimming
3916,NORTH PACIFIC OCEAN,N,Bitten,Diving
3917,SOUTH AFRICA,N,Lower limbs,Fishing
3918,FIJI,N,Upper limbs,Swimming
3919,USA,N,Lacerations,Sole cases or undescribed activities
3920,AUSTRALIA,N,Minor,Sole cases or undescribed activities
3921,JAMAICA,Y,Fatal,Sole cases or undescribed activities
3922,SOUTH AFRICA,N,Severe,Swimming
3923,SOUTH AFRICA,Y,Fatal,Swimming
3924,AUSTRALIA,N,no harm,Fishing
3926,SOUTH AFRICA,N,no harm,Fishing
3927,SOUTH AFRICA,N,Lower limbs,Swimming
3928,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
3929,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
3931,AUSTRALIA,N,Minor,Fishing
3932,MOZAMBIQUE,N,Lower limbs,Swimming
3933,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
3935,AUSTRALIA,N,no harm,Sole cases or undescribed activities
3936,AUSTRALIA,N,no harm,Fishing
3937,COLUMBIA,N,Lower limbs,Swimming
3938,NEW CALEDONIA,N,Severe,Swimming
3939,SENEGAL,Y,Fatal,Diving
3941,USA,Y,Fatal,Fishing
3943,SOUTH AFRICA,Y,Fatal,Swimming
3945,AUSTRALIA,N,Bitten,Fishing
3947,USA,N,Fatal,Sole cases or undescribed activities
3950,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
3952,PAPUA NEW GUINEA,Y,Fatal,Fishing
3953,USA,N,no harm,Sole cases or undescribed activities
3954,SOUTH AFRICA,N,no harm,Fishing
3958,USA,N,Severe,Diving
3960,JOHNSTON ISLAND,N,no harm,Diving
3961,USA,N,Lower limbs,Fishing
3963,AUSTRALIA,N,No harm,Sole cases or undescribed activities
3964,MARSHALL ISLANDS,N,no harm,Swimming
3965,MARSHALL ISLANDS,N,no harm,Swimming
3966,USA,N,Severe,Swimming
3969,USA,N,Upper limbs,Diving
3970,PAPUA NEW GUINEA,N,Upper limbs,Diving
3971,USA,N,Lower limbs,Sole cases or undescribed activities
3972,USA,N,Lower limbs,Sole cases or undescribed activities
3974,USA,N,Upper limbs,Shark fishing
3975,ENGLAND,N,Upper limbs,Shark fishing
3976,USA,N,Upper limbs,Shark fishing
3977,USA,Y,Fatal,Swimming
3978,PAPUA NEW GUINEA,N,Severe,Swimming
3979,USA,N,Lower limbs,Sole cases or undescribed activities
3980,USA,N,Upper limbs,Shark fishing
3982,USA,N,Lower limbs,Surfing
3984,NORTH SEA,N,Upper limbs,Fishing
3985,USA,N,no harm,Diving
3986,USA,N,Lower limbs,Sole cases or undescribed activities
3987,PHILIPPINES,Y,Fatal,Surfing
3988,USA,N,Lower limbs,Swimming
3989,PANAMA,N,Severe,Swimming
3990,BERMUDA,N,Lower limbs,Surfing
3991,USA,N,Lower limbs,Swimming
3992,USA,N,no harm,Sole cases or undescribed activities
3993,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
3994,SOUTH AFRICA,N,Severe,Swimming
3995,USA,N,Lower limbs,Surfing
3996,AUSTRALIA,N,Minor,Fishing
3997,SOUTH AFRICA,N,Lower limbs,Fishing
3998,BERMUDA,N,no harm,Swimming
3999,AUSTRALIA,N,Upper limbs,Surfing
4000,AUSTRALIA,N,Minor,Swimming
4001,AUSTRALIA,N,Minor,Swimming
4002,AUSTRALIA,N,Minor,Shark fishing
4004,FIJI,Y,Fatal,Fishing
4005,PHILIPPINES,Y,Fatal,Boating
4007,USA,N,Severe,Swimming
4008,GUAM,N,Lower limbs,Swimming
4009,AUSTRALIA,N,no harm,Fishing
4010,NEW ZEALAND,N,no harm,Swimming
4011,USA,N,Upper limbs,Swimming
4012,SENEGAL,N,Lower limbs,Fishing
4013,PAPUA NEW GUINEA,Y,Fatal,Swimming
4014,AUSTRALIA,N,no harm,Shark fishing
4015,AUSTRALIA,N,no harm,Swimming
4016,USA,N,Lower limbs,Sole cases or undescribed activities
4017,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4019,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4020,AUSTRALIA,Y,Fatal,Diving
4021,AUSTRALIA,N,Lower limbs,Shark fishing
4022,AUSTRALIA,N,no harm,Fishing
4023,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
4025,GRENADA,N,Minor,Swimming
4027,SRI LANKA,N,no harm,Swimming
4028,SRI LANKA,N,no harm,Fishing
4029,FIJI,N,Lower limbs,Swimming
4030,PAPUA NEW GUINEA,Y,Fatal,Fishing
4031,PAPUA NEW GUINEA,N,Lower limbs,Fishing
4032,MOZAMBIQUE,Y,Fatal,Swimming
4033,SOUTH AFRICA,N,Minor,Sole cases or undescribed activities
4034,AUSTRALIA,N,no harm,In kayak or canoe
4035,AUSTRALIA,N,no harm,Fishing
4036,PAPUA NEW GUINEA,Y,Fatal,Swimming
4037,AUSTRALIA,Y,Fatal,Diving
4038,PHILIPPINES,Y,Lower limbs,Sole cases or undescribed activities
4039,AUSTRALIA,N,Upper limbs,Swimming
4040,AUSTRALIA,N,no harm,Swimming
4041,NEW ZEALAND,N,No harm,Fishing
4042,MALDIVE ISLANDS,Y,Fatal,Boating
4043,AUSTRALIA,N,Lower limbs,Surfing
4044,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4045,AUSTRALIA,N,Lower limbs,Surfing
4047,SOUTH AFRICA,N,No harm,Fishing
4048,AUSTRALIA,N,no harm,Shark fishing
4049,USA,N,Upper limbs,Surfing
4050,AUSTRALIA,N,no harm,Swimming
4051,PAPUA NEW GUINEA,N,Upper limbs,Fishing
4052,MOZAMBIQUE,Y,Fatal,Swimming
4053,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4054,USA,N,Lower limbs,Diving
4055,FIJI,Y,Fatal,Diving
4056,FIJI,N,Upper limbs,Swimming
4059,USA,N,Lower limbs,Skiing
4061,USA,N,no harm,Boating
4062,INDIA,Y,Fatal,Sole cases or undescribed activities
